,DateTime,P1,P2,P3,P4,P5,P6,target
3908123,2018-11-10 03:35:20,5.737704918032787,27.049180327868854,22.131147540983605,27.049180327868854,27.049180327868854,17.21311475409836,True
3908124,2018-11-10 03:35:21,5.737704918032787,27.049180327868854,21.311475409836063,27.049180327868854,27.049180327868854,17.21311475409836,True
3908125,2018-11-10 03:35:21,5.737704918032787,27.049180327868854,21.311475409836063,27.049180327868854,27.049180327868854,17.21311475409836,True
3908126,2018-11-10 03:35:21,5.737704918032787,27.049180327868854,22.131147540983605,27.049180327868854,27.049180327868854,17.21311475409836,True
3908127,2018-11-10 03:35:22,5.737704918032787,27.049180327868854,21.311475409836063,27.049180327868854,27.049180327868854,17.21311475409836,True
3908128,2018-11-10 03:35:22,5.737704918032787,27.049180327868854,21.311475409836063,27.049180327868854,27.049180327868854,17.21311475409836,True
3908131,2018-11-10 03:35:23,5.737704918032787,27.049180327868854,21.311475409836063,27.049180327868854,27.049180327868854,17.21311475409836,True
3908130,2018-11-10 03:35:23,5.737704918032787,27.049180327868854,22.131147540983605,27.049180327868854,27.049180327868854,17.21311475409836,True
3908129,2018-11-10 03:35:23,5.737704918032787,27.049180327868854,22.131147540983605,27.049180327868854,27.049180327868854,17.21311475409836,True
3908132,2018-11-10 03:35:24,5.737704918032787,27.049180327868854,22.131147540983605,27.049180327868854,27.86885245901639,17.21311475409836,True
3908133,2018-11-10 03:35:24,5.737704918032787,27.049180327868854,22.131147540983605,27.86885245901639,27.86885245901639,17.21311475409836,True
3908134,2018-11-10 03:35:25,5.737704918032787,27.86885245901639,21.311475409836063,27.049180327868854,27.049180327868854,17.21311475409836,True
3908135,2018-11-10 03:35:25,5.737704918032787,27.049180327868854,22.131147540983605,27.049180327868854,27.049180327868854,17.21311475409836,True
3908136,2018-11-10 03:35:25,5.737704918032787,27.049180327868854,21.311475409836063,27.049180327868854,27.049180327868854,17.21311475409836,True
3908137,2018-11-10 03:35:26,5.737704918032787,27.049180327868854,21.311475409836063,27.049180327868854,27.049180327868854,17.21311475409836,True
3908138,2018-11-10 03:35:26,5.737704918032787,27.049180327868854,22.131147540983605,27.049180327868854,27.049180327868854,17.21311475409836,True
3908141,2018-11-10 03:35:27,5.737704918032787,27.049180327868854,22.131147540983605,27.049180327868854,27.049180327868854,17.21311475409836,True
3908140,2018-11-10 03:35:27,5.737704918032787,27.049180327868854,22.131147540983605,27.049180327868854,27.049180327868854,17.21311475409836,True
3908139,2018-11-10 03:35:27,5.737704918032787,27.049180327868854,21.311475409836063,27.049180327868854,27.049180327868854,17.21311475409836,True
3908142,2018-11-10 03:35:28,4.918032786885246,26.229508196721312,21.311475409836063,26.229508196721312,26.229508196721312,16.39344262295082,True
3908143,2018-11-10 03:35:28,5.737704918032787,27.049180327868854,22.131147540983605,27.049180327868854,27.049180327868854,17.21311475409836,True
3908144,2018-11-10 03:35:29,5.737704918032787,27.86885245901639,22.131147540983605,27.049180327868854,27.049180327868854,17.21311475409836,True
3908145,2018-11-10 03:35:29,5.737704918032787,27.049180327868854,22.131147540983605,27.049180327868854,27.049180327868854,17.21311475409836,True
3908146,2018-11-10 03:35:29,5.737704918032787,27.049180327868854,22.131147540983605,27.86885245901639,27.049180327868854,17.21311475409836,True
3908147,2018-11-10 03:35:30,5.737704918032787,27.049180327868854,22.131147540983605,27.049180327868854,27.049180327868854,17.21311475409836,True
3908148,2018-11-10 03:35:30,5.737704918032787,27.049180327868854,21.311475409836063,27.049180327868854,27.049180327868854,17.21311475409836,True
3908151,2018-11-10 03:35:31,5.737704918032787,27.049180327868854,21.311475409836063,27.049180327868854,27.049180327868854,17.21311475409836,True
3908150,2018-11-10 03:35:31,5.737704918032787,27.049180327868854,21.311475409836063,27.049180327868854,27.049180327868854,17.21311475409836,True
3908149,2018-11-10 03:35:31,5.737704918032787,27.049180327868854,21.311475409836063,27.049180327868854,27.049180327868854,17.21311475409836,True
3908152,2018-11-10 03:35:32,5.737704918032787,27.049180327868854,21.311475409836063,27.049180327868854,27.049180327868854,17.21311475409836,True
3908153,2018-11-10 03:35:32,5.737704918032787,27.049180327868854,22.131147540983605,27.049180327868854,27.049180327868854,17.21311475409836,True
3908154,2018-11-10 03:35:33,5.737704918032787,27.049180327868854,21.311475409836063,27.049180327868854,27.049180327868854,17.21311475409836,True
3908155,2018-11-10 03:35:33,5.737704918032787,27.049180327868854,21.311475409836063,27.049180327868854,27.049180327868854,17.21311475409836,True
3908156,2018-11-10 03:35:33,5.737704918032787,27.049180327868854,22.131147540983605,27.049180327868854,27.049180327868854,17.21311475409836,True
3908157,2018-11-10 03:35:34,5.737704918032787,27.049180327868854,22.131147540983605,27.049180327868854,27.049180327868854,17.21311475409836,True
3908158,2018-11-10 03:35:34,5.737704918032787,27.049180327868854,22.131147540983605,27.049180327868854,27.86885245901639,17.21311475409836,True
3908161,2018-11-10 03:35:35,5.737704918032787,27.049180327868854,21.311475409836063,27.049180327868854,27.049180327868854,17.21311475409836,True
3908160,2018-11-10 03:35:35,5.737704918032787,27.049180327868854,21.311475409836063,27.049180327868854,27.049180327868854,17.21311475409836,True
3908159,2018-11-10 03:35:35,5.737704918032787,27.86885245901639,21.311475409836063,27.049180327868854,27.049180327868854,17.21311475409836,True
3908162,2018-11-10 03:35:36,5.737704918032787,27.049180327868854,21.311475409836063,27.049180327868854,27.049180327868854,17.21311475409836,True
